decoration,elevator,location,orientation,pattern,property,size,total_price,unit_price,village
简装,有电梯,玉泉营,南 北,2室1厅,2010年建板楼,80.58平米,485,60189,万年花城新回迁 
简装,3室1厅,看丹桥,西北,3室2厅,1998年建板塔结合,94.24平米,473,50192,新华街五里 
简装,有电梯,洋桥,东 西 北,3室1厅,1990年建塔楼,83.85平米,460,54860,洋桥西里 
精装,无电梯,玉泉营,南 北,2室1厅,1983年建板楼,52.5平米,308,58667,郑王坟141号院 
其他,有电梯,玉泉营,南 北,2室1厅,2007年建板楼,99.97平米,665,66520,三环新城4号院 
简装,无电梯,七里庄,南,2室1厅,1991年建板楼,54.6平米,328,60074,东大街西里 
其他,有电梯,马连道,南,2室1厅,2008年建塔楼,74.58平米,485,65031,建茗苑 
精装,2室2厅,丽泽,南 北,3室1厅,2016年建板楼,142.88平米,1700,118981,西宸原著 
简装,有电梯,七里庄,南 北,2室2厅,2004年建板楼,95.95平米,540,56280,小井润园一区 
精装,有电梯,六里桥,东北,2室1厅,2004年建板楼,94.84平米,700,73809,风荷曲苑 
精装,有电梯,科技园区,东南,3室2厅,1998年建塔楼,122.8平米,590,48046,宝隆温泉公寓 
简装,有电梯,草桥,西,2室1厅,2000年建塔楼,95.57平米,480,50225,玉安园 
简装,有电梯,洋桥,南,3室1厅,2000年建塔楼,116.18平米,690,59391,政洋家园 
精装,无电梯,马家堡,东,1室1厅,1995年建板楼,38.15平米,205,53736,角门13号院 
简装,有电梯,赵公口,西 北,3室1厅,2002年建塔楼,141.39平米,570,40315,康泽园 
简装,无电梯,西罗园,东南 北,3室1厅,1984年建板楼,78.7平米,455,57815,西罗园四区 
简装,有电梯,成寿寺,南 北,3室1厅,2006年建板塔结合,130.95平米,700,53456,四方景园二区 
简装,有电梯,马家堡,西北,3室1厅,1998年建塔楼,93.19平米,475,50972,西马金润二区 
简装,无电梯,新宫,南 北,3室1厅,2001年建板塔结合,113.54平米,400,35230,诚苑南里 
精装,有电梯,草桥,南,3室2厅,2001年建塔楼,204.26平米,980,47979,玺萌丽苑 
精装,有电梯,花乡,北,1室0厅,2004年建塔楼,41.38平米,228,55100,银地家园 
简装,有电梯,成寿寺,西北,2室1厅,2005年建塔楼,91.4平米,500,54705,四方景园二区 
精装,有电梯,赵公口,南 北,1室1厅,2004年建板塔结合,80.5平米,485,60249,彩虹城二区 
简装,无电梯,大红门,南 西 北,2室1厅,1998年建板楼,61.65平米,328,53204,建欣苑四里 
精装,有电梯,丽泽,东 西,2室1厅,2001年建板塔结合,94.75平米,580,61214,丰益花园西区 
精装,无电梯,和义,南 北,2室1厅,1995年建板楼,64.42平米,330,51227,南苑北里三区 
精装,有电梯,洋桥,南,1室1厅,1980年建板塔结合,48.2平米,290,60166,海户西里 
精装,有电梯,西罗园,北,2室1厅,2002年建塔楼,63.76平米,450,70578,珠江骏景中区 
精装,无电梯,和义,南 北,2室1厅,2009年建板楼,97.33平米,430,44180,和义西里二区 
简装,有电梯,花乡,南 北,2室1厅,2004年建板楼,94.73平米,440,46448,天伦锦城 
简装,无电梯,马家堡,东南,1室1厅,1992年建板楼,43.27平米,268,61937,马家堡西里 
简装,有电梯,菜户营,西南,2室1厅,2009年建塔楼,81.42平米,525,64481,万泉寺东路9号院 
精装,无电梯,和义,南 北,2室1厅,2005年建板楼,97.91平米,489,49944,久敬佳园二区 
简装,有电梯,刘家窑,东,1室1厅,2006年建板塔结合,41.88平米,305,72828,嘉业大厦 
简装,无电梯,和义,南 北,2室1厅,2009年建板楼,61.16平米,330,53957,和义西里二区 
简装,2室1厅,六里桥,南 北,2室1厅,2008年建板塔结合,100.56平米,580,57678,城市林曦 
精装,有电梯,洋桥,西南,2室1厅,1992年建塔楼,76.2平米,418,54856,海户西里 
简装,无电梯,看丹桥,南 北,2室1厅,1991年建板楼,52.69平米,305,57886,新华街二里 
其他,有电梯,岳各庄,东南,2室2厅,2004年建板塔结合,90.72平米,480,52911,西府景园 
精装,有电梯,角门,东南 西南,3室1厅,2005年建塔楼,146.74平米,900,61333,福海小区 
简装,有电梯,西罗园,南 北,3室1厅,1998年建塔楼,99.44平米,590,59333,西罗园三区 
精装,有电梯,科技园区,西北,1室0厅,2008年建塔楼,37.34平米,240,64275,设计师广场 
精装,无电梯,玉泉营,南 北,2室2厅,2004年建板楼,114.3平米,685,59931,亿朋苑一区 
简装,无电梯,刘家窑,东,1室1厅,1997年建板楼,49.86平米,260,52147,石榴园南里小区 
简装,有电梯,玉泉营,南 北,3室1厅,2006年建板楼,128.38平米,798,62160,万年花城三期 
简装,有电梯,木樨园,南 北,2室1厅,1980年建板楼,77平米,385,50000,马公庄 
简装,无电梯,卢沟桥,南 北,2室1厅,1997年建板楼,68.6平米,309,45044,晓月苑一里 
精装,有电梯,六里桥,东南,3室2厅,2005年建板塔结合,122.09平米,765,62659,莲怡园二区 
简装,有电梯,丽泽,西南 北,2室1厅,2010年建板塔结合,89.41平米,715,79969,益丰苑 
简装,有电梯,六里桥,南 北,2室2厅,1998年建板塔结合,87.7平米,638,72749,莲花池西路23号 
简装,3室2厅,看丹桥,南 北,3室1厅,1986年建板楼,72.32平米,381,52683,建国街一里 
其他,有电梯,七里庄,南 北,3室2厅,2007年建板塔结合,145.56平米,1280,87937,西局欣园北区 
精装,有电梯,六里桥,南 北,3室2厅,2006年建塔楼,151.35平米,900,59465,莲怡园二区 
其他,有电梯,刘家窑,南,1室0厅,2004年建板塔结合,47.42平米,310,65374,鑫兆雅园北区 
精装,无电梯,太平桥,南 北,2室1厅,1990年建板楼,58.4平米,408,69864,太平桥小区 
简装,有电梯,菜户营,东南,1室1厅,2008年建板楼,63.02平米,540,85688,顺驰蓝调 
精装,有电梯,太平桥,西南,3室2厅,2007年建塔楼,129.93平米,974.5,74999,金唐国际 
简装,有电梯,玉泉营,东 西,2室1厅,2006年建板楼,97.49平米,560,57442,万年花城三期 
简装,有电梯,卢沟桥,南 北,3室1厅,2007年建板塔结合,129.62平米,505,38961,沸城 
精装,有电梯,玉泉营,东 西,2室1厅,2007年建板楼,102.91平米,698,67827,万年花城二期 
简装,无电梯,赵公口,南 北,2室1厅,1991年建板楼,69.2平米,385,55636,南顶村 
简装,有电梯,五里店,南 北,1室1厅,2005年建板楼,54.72平米,290,52998,和光里 
简装,有电梯,玉泉营,南 北,2室2厅,2006年建板楼,108.58平米,750,69074,万年花城三期 
精装,有电梯,玉泉营,西北,2室1厅,2007年建塔楼,91.33平米,570,62412,万年花城二期 
精装,有电梯,宋家庄,南,1室1厅,2004年建板塔结合,57.31平米,340,59327,政馨园二区 
简装,1室1厅,成寿寺,西北,2室1厅,2012年建板塔结合,84.9平米,450,53004,方庄南路18号院 
精装,有电梯,草桥,南,1室1厅,2009年建板楼,52.1平米,369,70826,城市涧 
简装,有电梯,宋家庄,南 北,2室1厅,2010年建板塔结合,89.49平米,530,59225,红狮家园 
简装,无电梯,蒲黄榆,南,1室1厅,1986年建板楼,42.19平米,265,62812,刘家窑东里 
精装,无电梯,方庄,东 北,2室1厅,1995年建板楼,48.35平米,330,68253,芳群园四区 
简装,有电梯,北大地,西南,2室1厅,2000年建塔楼,95.84平米,570,59475,正阳小区 
精装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,95.88平米,670,69880,万年花城三期 
简装,有电梯,太平桥,东南,1室1厅,2006年建板楼,58.59平米,410,69978,首科花园 
精装,有电梯,方庄,南 北,2室1厅,板塔结合,91.85平米,829,90256,方庄6号 
其他,无电梯,七里庄,南,2室1厅,1983年建板楼,55.57平米,309,55606,中建一局北院 
简装,有电梯,玉泉营,南 北,2室2厅,2004年建板塔结合,98.57平米,525,53262,三环新城7号院 
简装,无电梯,和义,南 北,2室1厅,1994年建板楼,58.17平米,300,51573,和义东里一区 
精装,无电梯,卢沟桥,南 北,2室1厅,1997年建板楼,69.45平米,312,44925,晓月苑一里 
精装,无电梯,西罗园,南 北,2室1厅,1992年建板楼,60.1平米,340,56573,海户屯 
简装,有电梯,青塔,南,1室1厅,2013年建板楼,60.84平米,329,54077,东海仪园 
精装,有电梯,草桥,南 北,2室1厅,2007年建板楼,86.79平米,570,65676,草桥欣园四区 
精装,有电梯,玉泉营,北,1室2厅,2008年建塔楼,71.11平米,460,64689,万年花城四期 
精装,无电梯,花乡,南 北,2室1厅,1999年建板楼,68.32平米,330,48303,银地家园 
简装,有电梯,马家堡,南 北,2室1厅,1995年建板塔结合,67.7平米,385,56869,马家堡西里 
精装,有电梯,科技园区,南 西,1室1厅,2003年建塔楼,71.08平米,425,59792,怡锦园 
简装,有电梯,和义,西 北,1室1厅,2007年建板楼,59.77平米,292,48854,久敬佳园一区 
精装,有电梯,玉泉营,南 北,2室1厅,2011年建板楼,90.05平米,730,81067,万年花城五期 
精装,有电梯,方庄,西北,3室1厅,2000年建塔楼,94.14平米,615,65329,紫芳园一区 
精装,有电梯,洋桥,南,2室1厅,1990年建板塔结合,61.9平米,360,58159,洋桥北里 
简装,无电梯,和义,南 北,2室1厅,2004年建板楼,87.11平米,448,51430,世嘉丽晶 
简装,有电梯,赵公口,南 北,2室2厅,2004年建板塔结合,90.34平米,560,61989,彩虹城二区 
简装,有电梯,青塔,南,1室1厅,2005年建塔楼,71.33平米,355,49769,长安新城一区 
精装,有电梯,花乡,西,1室1厅,2005年建板楼,61.49平米,298,48464,天伦锦城 
精装,有电梯,草桥,西北,2室1厅,2004年建塔楼,96.92平米,650,67066,冬季星空 
精装,有电梯,岳各庄,东北,2室1厅,2007年建塔楼,102.08平米,530,51921,珠江峰景 
其他,无电梯,花乡,南 北,1室1厅,2002年建板楼,63.59平米,309,48593,宜兰园 
精装,无电梯,六里桥,南 北,2室1厅,2000年建板楼,78.94平米,545,69040,莲香园 
精装,有电梯,北京南站,南,2室2厅,2007年建板塔结合,100.7平米,760,75472,鼎立水岸家园 
其他,有电梯,西红门,东 西,2室1厅,2003年建板塔结合,74.79平米,310,41450,西宏苑 
精装,无电梯,方庄,南 北,2室1厅,1992年建板楼,56.3平米,420,74601,芳古园一区 
精装,有电梯,马家堡,西北,2室1厅,2001年建塔楼,90.16平米,510,56567,富卓苑 
简装,无电梯,蒲黄榆,南 北,2室1厅,1985年建板楼,58.72平米,343,58413,刘家窑东里 
简装,有电梯,马家堡,北,1室1厅,2002年建塔楼,55.13平米,357,64757,旭日嘉园 
精装,无电梯,马家堡,东 西,2室1厅,1998年建板楼,73.62平米,413,56099,西马金润二区 
简装,有电梯,草桥,西南,4室2厅,2003年建塔楼,233.26平米,1190,51017,玺萌丽苑 
精装,有电梯,和义,南 北,2室2厅,2007年建板楼,113.32平米,529,46682,久敬佳园一区 
精装,无电梯,西罗园,南,1室1厅,1996年建板楼,48.6平米,249,51235,华润小区 
简装,无电梯,花乡,南 北,2室1厅,2002年建板楼,89.61平米,409,45643,宜兰园 
简装,有电梯,方庄,南,1室1厅,1995年建板楼,44.26平米,298,67330,芳群园四区 
其他,有电梯,岳各庄,南 北,2室2厅,2006年建板楼,94.29平米,550,58331,珠江峰景 
精装,3室1厅,青塔,南 北,2室1厅,2012年建板塔结合,76.08平米,393,51657,同馨家园 
简装,无电梯,六里桥,南 北,3室1厅,1990年建板楼,68.2平米,399,58505,金家村1号院 
精装,有电梯,马家堡,西北,2室1厅,2006年建板塔结合,101.34平米,620,61181,名都家苑 
其他,有电梯,青塔,西 北,2室1厅,2010年建板塔结合,68.84平米,350,50843,建邦枫景 
简装,有电梯,蒲黄榆,西南,3室1厅,1999年建塔楼,87.7平米,479,54619,定安东里 
简装,有电梯,玉泉营,南 北,2室1厅,2006年建板楼,96.79平米,650,67156,三环新城6号院 
其他,有电梯,角门,东,1室1厅,1998年建塔楼,56.69平米,295,52038,马家堡67号院 
精装,有电梯,菜户营,南,1室1厅,2008年建板楼,74.95平米,630,84057,顺驰蓝调 
简装,有电梯,新宫,西北,3室1厅,2009年建塔楼,80.44平米,405,50349,南庭新苑南区 
简装,有电梯,刘家窑,南 北,2室1厅,1998年建板塔结合,73.11平米,365,49925,石榴园南里小区 
精装,有电梯,草桥,南 西,2室2厅,2003年建塔楼,110.89平米,590,53206,玉安园 
精装,有电梯,草桥,南 北,2室2厅,2009年建板楼,82.19平米,599,72880,城市涧 
简装,有电梯,木樨园,东 西 北,2室1厅,2007年建板塔结合,87.34平米,500,57248,圣淘沙 
精装,无电梯,角门,南 北,2室1厅,1993年建板楼,57.2平米,350,61189,角门东里 
简装,有电梯,岳各庄,东南,1室1厅,2006年建板塔结合,68.16平米,335,49150,珠江峰景 
精装,无电梯,草桥,南 北,2室1厅,1998年建板楼,64.44平米,485,75264,草桥欣园三区 
精装,有电梯,方庄,南 北,2室1厅,1995年建塔楼,62.43平米,420,67276,芳星园三区 
其他,无电梯,和义,南 北,1室1厅,1999年建板楼,53.48平米,275,51422,和义西里三区 
简装,无电梯,草桥,南 北,3室2厅,1998年建板楼,107.63平米,610,56676,草桥欣园三区 
其他,有电梯,马家堡,东南,2室1厅,1998年建板塔结合,60.85平米,365,59984,西马金润二区 
简装,有电梯,刘家窑,西北,2室1厅,2006年建塔楼,136.58平米,540,39538,嘉业大厦 
简装,无电梯,六里桥,南 北,2室1厅,1996年建板楼,59.02平米,330,55914,金家村283号院 
其他,无电梯,和义,南 北,2室1厅,1997年建板楼,72.78平米,295,40534,红星北里 
简装,无电梯,七里庄,南,1室0厅,2004年建板楼,33.29平米,200,60079,保利欣苑 
简装,有电梯,方庄,南 北,3室1厅,2000年建塔楼,147.18平米,780,52997,芳群公寓 
其他,无电梯,花乡,南 北,3室1厅,2002年建板楼,132.65平米,663,49982,银地家园 
其他,有电梯,大红门,东南,3室1厅,2004年建塔楼,102.81平米,550,53497,建欣苑五里 
精装,无电梯,玉泉营,南 北,2室1厅,2004年建板楼,116.24平米,660,56780,亿朋苑一区 
其他,有电梯,玉泉营,南 北,3室1厅,2005年建板楼,120.5平米,700,58092,三环新城6号院 
精装,无电梯,五里店,南 北,2室1厅,2001年建板楼,93平米,444,47742,程庄路3号院 
简装,有电梯,方庄,东北,4室1厅,1999年建塔楼,144.44平米,840,58156,城市芳庭 
其他,无电梯,和义,南 北,3室1厅,1980年建板楼,58.38平米,246,42138,红星楼 
精装,有电梯,青塔,南 北,3室1厅,2010年建板楼,151.23平米,1140,75382,万科紫苑 
精装,无电梯,角门,东北,3室1厅,1993年建板楼,69.74平米,399,57213,角门东里 
精装,有电梯,方庄,东南,1室1厅,1993年建塔楼,49.66平米,310,62425,芳城园三区 
其他,3室2厅,角门,南,1室1厅,2000年建板塔结合,75.49平米,452,59876,角门12号院 
简装,有电梯,北京南站,东南,3室2厅,2002年建塔楼,158.64平米,825,52005,开阳里六区 
精装,有电梯,花乡,南 北,3室1厅,2006年建板楼,124.67平米,598,47967,天伦锦城 
其他,有电梯,六里桥,西南 北,3室1厅,1997年建塔楼,89.58平米,598,66756,铁路小区 
精装,有电梯,蒲黄榆,南 北,3室1厅,1990年建塔楼,80.5平米,500,62112,蒲安北里 
其他,无电梯,六里桥,南 北,1室1厅,1995年建板楼,45.66平米,275,60228,莲怡园北路1号院 
精装,有电梯,西红门,南,2室1厅,2013年建板楼,65.81平米,338,51360,阳光星苑 
精装,无电梯,看丹桥,南 北,2室1厅,1998年建板楼,73.22平米,350,47802,南开西里 
其他,无电梯,和义,南 北,2室1厅,2005年建板楼,97.5平米,470,48206,久敬佳园二区 
精装,无电梯,卢沟桥,东 南,2室1厅,1998年建板楼,77.51平米,335,43221,晓月苑三里 
简装,有电梯,宋家庄,东北,1室1厅,2006年建塔楼,52.41平米,252,48083,顶秀欣园东苑 
简装,有电梯,方庄,西,3室2厅,1999年建塔楼,142.84平米,810,56707,芳城园一区 
简装,有电梯,菜户营,东北,3室1厅,2008年建塔楼,105.22平米,590,56073,万泉寺东路9号院 
其他,有电梯,方庄,东 南 北,2室1厅,1992年建塔楼,91.61平米,610,66587,芳群园一区 
精装,无电梯,草桥,南 北,3室2厅,1998年建板楼,93.08平米,590,63387,草桥欣园三区 
其他,有电梯,宋家庄,南,2室2厅,2003年建塔楼,94.9平米,560,59010,政馨园三区 
精装,有电梯,草桥,东 南 北,3室2厅,2007年建板楼,144.68平米,1085,74994,风景club 
其他,有电梯,菜户营,西南 北,2室1厅,2000年建塔楼,107.48平米,725,67455,嘉莲苑 
简装,有电梯,七里庄,南 北,3室2厅,2004年建板楼,120.2平米,830,69052,保利欣苑 
精装,有电梯,玉泉营,南 北,2室2厅,2007年建板楼,108.68平米,698,64226,优筑 
其他,有电梯,太平桥,南 北,2室2厅,2001年建板楼,116.83平米,710,60773,精图雅苑 
精装,有电梯,方庄,南,3室1厅,2011年建板塔结合,115.01平米,1150,99992,首开璞瑅 
精装,有电梯,马家堡,东南,2室1厅,2005年建塔楼,107.29平米,690,64312,润景家园 
简装,无电梯,和义,南 北,2室2厅,1997年建板楼,112.14平米,485,43250,和义西里四区 
精装,有电梯,马家堡,南 北,3室1厅,2006年建塔楼,142.59平米,960,67326,星河城东区 
简装,有电梯,草桥,南 北,3室2厅,2006年建板楼,143.92平米,1020,70873,恋日花都 
精装,有电梯,草桥,南 北,2室2厅,2001年建板楼,124.76平米,830,66528,恋日嘉园一期 
精装,有电梯,青塔,东南 北,3室1厅,2013年建板塔结合,91.81平米,459,49995,广安﹒康馨家园 
精装,有电梯,草桥,南 北,3室2厅,2005年建板塔结合,144.86平米,999,68964,冬季星空 
